                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3423,                 5.6627,                 4.2202,                  4e-05,                0.00455,                0.00017,                  3e-05,                 3.2917,                 5.2075,                 4.1526,              0.0002375,              0.0002375,              0.0002375
                      2,                 3.1842,                 5.1766,                 4.0853,                  8e-05,                0.01542,                  4e-05,                  3e-05,                 3.2572,                 5.0843,                 4.0556,             0.00048589,             0.00048589,             0.00048589
                      3,                 2.7701,                 4.8024,                 3.8108,                 0.0001,                0.02628,                  7e-05,                  2e-05,                  3.191,                 5.0517,                 4.0103,             0.00073263,             0.00073263,             0.00073263
                      4,                 2.5377,                 4.4728,                 3.5929,                  5e-05,                0.00455,                  3e-05,                  1e-05,                 3.1241,                 5.2467,                 4.0431,             0.00097772,             0.00097772,             0.00097772
                      5,                 2.2824,                 4.4054,                 3.4379,                0.00134,                0.22905,                0.01257,                0.00358,                 2.1291,                 4.5661,                 3.4711,              0.0012212,              0.0012212,              0.0012212
                      6,                 2.1436,                  4.258,                    3.3,                0.52869,                  0.075,                0.03114,                0.00715,                 1.8151,                 4.1983,                 3.2961,              0.0012294,              0.0012294,              0.0012294
                      7,                 2.0902,                 4.0994,                 3.1715,                0.50656,                 0.0375,                 0.0048,                0.00141,                 1.9258,                  5.096,                 3.2698,              0.0012294,              0.0012294,              0.0012294
                      8,                 1.9579,                 4.0611,                 3.1087,                0.57884,                0.19659,                0.05546,                0.01646,                 1.8337,                 4.3903,                  3.084,              0.0012252,              0.0012252,              0.0012252
                      9,                 1.8876,                 4.0213,                 3.0555,                 0.5253,                0.02727,                0.01396,                0.00356,                 1.9342,                 4.0973,                 3.1853,              0.0012211,              0.0012211,              0.0012211
                     10,                 1.8874,                 3.8207,                 3.0036,                0.70744,                0.12159,                0.11051,                0.03541,                 1.6396,                 3.6073,                 2.9329,               0.001217,               0.001217,               0.001217
                     11,                 1.7804,                 3.6667,                 2.9264,                0.69063,                0.15114,                0.13198,                0.04802,                 1.6095,                 4.2617,                 2.8218,              0.0012129,              0.0012129,              0.0012129
