                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.9186,                 4.2504,                 1.7675,                0.48135,                0.28299,                0.25844,                0.09425,                 2.1629,                 3.7444,                 2.0045,             0.00041519,             0.00041519,             0.00041519
                      2,                 1.9323,                 3.5829,                 1.7997,                0.13293,                0.26447,                0.23805,                0.09601,                 2.0341,                 3.5268,                 2.1132,             0.00082911,             0.00082911,             0.00082911
                      3,                   1.97,                 3.2896,                 1.8628,                 0.4486,                0.30093,                0.24693,                0.11043,                  2.204,                  3.005,                 2.1867,              0.0012403,              0.0012403,              0.0012403
                      4,                  1.895,                 3.0503,                 1.8037,                0.44177,                0.41759,                0.29066,                0.12066,                 2.0987,                 2.8364,                 1.9737,              0.0012376,              0.0012376,              0.0012376
                      5,                 1.8969,                 2.8895,                 1.8037,                0.20553,                0.38021,                0.31447,                  0.116,                 2.0873,                 3.9677,                 2.0575,              0.0012376,              0.0012376,              0.0012376
                      6,                 1.9054,                 2.6719,                 1.8443,                0.78535,                0.24364,                0.30942,                0.13105,                 2.0504,                 2.4638,                  1.982,              0.0012335,              0.0012335,              0.0012335
                      7,                 1.8337,                  2.478,                 1.7536,                0.31201,                0.33064,                0.31616,                0.13486,                 2.1118,                 2.1749,                 2.0496,              0.0012294,              0.0012294,              0.0012294
                      8,                 1.8473,                 2.5054,                 1.7703,                0.35037,                0.29299,                0.32815,                0.13639,                 2.1386,                 2.1791,                 2.0575,              0.0012252,              0.0012252,              0.0012252
                      9,                  1.766,                 2.4257,                 1.7309,                0.58723,                0.36295,                0.35111,                0.15547,                 2.0742,                 2.2454,                 2.0249,              0.0012211,              0.0012211,              0.0012211
                     10,                 1.7799,                 2.3713,                 1.7261,                0.74267,                0.29016,                0.42805,                0.18373,                 2.0477,                 2.0099,                 2.0244,               0.001217,               0.001217,               0.001217
