                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1926,                 4.5001,                 1.9985,                0.00755,                0.51786,                0.15893,                0.05612,                 1.7324,                 4.3548,                 1.7401,              0.0003125,              0.0003125,              0.0003125
                      1,                 2.0317,                 3.4886,                 1.7752,                      1,                0.03953,                0.14963,                0.06149,                 1.9339,                 4.2907,                  1.874,              0.0006354,              0.0006354,              0.0006354
                      2,                  2.022,                 3.1459,                 1.7937,                0.63027,                0.03519,                0.05619,                0.01757,                 2.3248,                 4.0815,                 2.6414,             0.00095615,             0.00095615,             0.00095615
                      3,                 2.0667,                 2.8502,                 1.8682,                0.50284,                0.13679,                0.16178,                0.05949,                 2.2478,                 4.0366,                 2.2597,              0.0012376,              0.0012376,              0.0012376
                      4,                 2.0992,                 2.8219,                 1.8385,                 0.2125,                0.45339,                0.22531,                 0.0754,                 2.2708,                  7.693,                 2.3201,              0.0012376,              0.0012376,              0.0012376
                      5,                 2.0401,                 2.5308,                 1.8508,                0.38142,                0.23586,                0.16924,                0.05529,                 2.1764,                 5.0262,                 2.0458,              0.0012335,              0.0012335,              0.0012335
                      6,                 2.0169,                 2.4293,                 1.8184,                0.37897,                0.19271,                0.19199,                0.07477,                 2.2456,                 5.6785,                 2.1839,              0.0012294,              0.0012294,              0.0012294
                      7,                 1.9787,                 2.2785,                   1.81,                0.66891,                0.24152,                 0.3059,                0.10957,                 2.0861,                 2.8089,                 1.8489,              0.0012252,              0.0012252,              0.0012252
                      8,                  1.979,                 2.1561,                 1.8011,                0.42433,                0.38645,                 0.3538,                0.14043,                 2.0885,                 2.2996,                 1.9325,              0.0012211,              0.0012211,              0.0012211
                      9,                  1.937,                 2.0768,                 1.7486,                0.50614,                 0.3441,                0.36979,                 0.1341,                 2.0523,                 2.2498,                 1.9662,               0.001217,               0.001217,               0.001217
                     10,                 1.9151,                 2.0334,                 1.7526,                0.31103,                0.40044,                0.34604,                0.13149,                  2.098,                 2.7093,                 1.9982,              0.0012129,              0.0012129,              0.0012129
                     11,                 1.9048,                 1.8885,                 1.6901,                0.54523,                0.34388,                0.35888,                0.12435,                  2.282,                 5.0551,                 2.1599,              0.0012087,              0.0012087,              0.0012087
                     12,                 1.8939,                 1.9708,                 1.7133,                0.65699,                0.43138,                0.47713,                0.18221,                 2.0638,                 2.0284,                 1.8528,              0.0012046,              0.0012046,              0.0012046
                     13,                 1.8756,                 1.8842,                 1.7131,                0.68342,                0.38593,                0.46167,                0.18977,                 2.0333,                 1.8784,                 1.8333,              0.0012005,              0.0012005,              0.0012005
                     14,                 1.8405,                 1.8091,                 1.6806,                0.35192,                    0.5,                0.46266,                0.19853,                 1.9543,                 1.6744,                 1.8957,              0.0011964,              0.0011964,              0.0011964
                     15,                  1.863,                 1.7819,                 1.6912,                0.46479,                0.46354,                0.45193,                0.16934,                 2.0551,                 1.8407,                 1.9567,              0.0011922,              0.0011922,              0.0011922
                     16,                 1.8208,                 1.7418,                 1.6545,                0.48865,                0.43056,                0.37209,                0.16384,                 2.0452,                 1.9667,                  1.933,              0.0011881,              0.0011881,              0.0011881
                     17,                 1.7767,                 1.7356,                 1.6096,                 0.3791,                0.30952,                0.35256,                0.16014,                 1.9607,                 1.7812,                 1.8565,               0.001184,               0.001184,               0.001184
                     18,                 1.7636,                 1.6499,                 1.6221,                0.48101,                0.45536,                0.46423,                0.20525,                 1.9103,                 1.8767,                 1.8534,              0.0011799,              0.0011799,              0.0011799
                     19,                 1.7933,                 1.6655,                 1.6221,                0.45516,                0.55828,                0.58329,                 0.2225,                 1.9296,                 1.7224,                 1.8981,              0.0011757,              0.0011757,              0.0011757
                     20,                 1.7787,                 1.6443,                 1.6292,                0.64984,                0.36484,                0.40949,                0.17494,                 2.0574,                 1.9402,                 1.9207,              0.0011716,              0.0011716,              0.0011716
